1.331348522149075,2150,0.1,0,0,0
1.331348522149075,2150,0.1,0,0,0
1.331348522149075,2150,0.1,0,0,0
1.331348522149075,2150,0.1,0,0,0
1.331348522149075,2150,0.1,0,0,0
1.331348522149075,2150,0.1,0,0,0
1.331348522149075,2150,0.1,1,0,0
1.331348522149075,2150,0.1,0,0,0
1.331348522149075,2150,0.1,1,0,0
1.331348522149075,2150,0.1,0,0,0
1.331348522149075,2150,0.1,0,0,0
1.331348522149075,2150,0.1,0,0,0
1.331348522149075,2150,0.1,0,0,0
1.331348522149075,2150,0.1,0,0,0
7.300249099447773,135910,0.1,1,0,0
7.300249099447773,135910,0.1,0,0,0
5.193628807818945,10233792,0.1,1,0,0
5.193628807818945,10233792,0.1,0,0,0
5.193628807818945,10233792,0.1,0,0,0
5.193628807818945,10233792,0.1,0,0,0
7.959455502874644,107431,0.1,1,0,0
7.889396563538582,68395,0.1,1,0,0
7.889396563538582,68395,0.1,0,0,0
7.889396563538582,68395,0.1,0,0,0
7.889396563538582,68395,0.1,0,0,0
